epoch,train_loss,valid_loss,accuracy_multi,time
0,0.5270171165466309,0.43268996477127075,0.8599218130111694,04:28
1,0.3668592572212219,0.2909401059150696,0.8761959075927734,05:31
2,0.31026172637939453,0.2929883301258087,0.868836522102356,05:273,3,0.29016342759132385,0.2813240587711334,0.8763493299484253,05:24,0.2816714644432068,0.290413498878479,0.8719927072525024,05:24
5,05,0.27435222268104553,0.27537277340888977,0.8798862099647522,056,6,6,0.2732175588607788,0.27032536268234253,0.8829002976417542,057,0.26834118366241455,0.2669535279273987,0.8831758499145508,05:23
8,08,0.265488862991333,0.2621030807495117,0.8858247995376587,05:2999,9,0.2613231837749481,0.26581043004989624,0.8862189054489136,05:110,0.25934329628944397,0.2851690351963043,0.8853216767311096,05:11,0.2590588331222534,0.2983427345752716,0.8719336986541748,05:22
12,0.2563732862472534,0.2578399181365967,0.8877695202827454,05:29
13,13,0.25570935010910034,0.2731139361858368,0.8806498050689697,05:14,14,0.25248977541923523,0.2564515173435211,0.8877776265144348,05:115,0.2507091164588928,0.24975407123565674,0.8909651041030884,05:2411616,0.2479662150144577,0.2560116946697235,0.8874885439872742,05:217,0.2459520548582077,0.24825018644332886,0.8919559717178345,05:22
18,0.24440880119800568,0.2414480596780777,0.8959888815879822,05:23
19,0.2395535558462143,0.2455810159444809,0.8947646617889404,05:26
20,0.2376715987920761,0.35523632168769836,0.8740012049674988,05:25
21,0.23486334085464478,0.23776336014270782,0.8987809419631958,05:23
22,0.23160822689533234,0.23516300320625305,0.8969943523406982,05:26
2323,0.22845667600631714,0.2278876006603241,0.9003445506095886,05:224,0.22508862614631653,0.24723543226718903,0.8984217047691345,05:23
25,0.22147974371910095,0.24127769470214844,0.8944469690322876,05:17
26,0.2236609309911728,0.28768599033355713,0.8862693309783936,05:22
27,0.218889981508255,0.2313271015882492,0.90024733543396,05:28
28,0.2179887592792511,0.28037333488464355,0.8911462426185608,05:22
29,0.21438853442668915,0.22504808008670807,0.9048753380775452,05:22
